TRAP,createdBy,Timestamp,MoundID,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,PositionInTheLandscape,Prominence,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
8525,Bara Weissova,2018-09-13 10:29:19.401 GMT,8525,2018-09-13,Extinct Burial Mound,grassland,Legacy verification,grassy patch within a field,Annual agriculture,Pasture,Valley Bottom or Plain,Medium,42.16620352,26.75054395,4668259.99,479394.4841,3,South,1,0,NA,NA,NA,NA,large stones on the surface,No,NA,NA,5 - extinct or near extinct,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"NA",NA,NA,POINT(479394.484053 4668259.990341)
8526,Bara Weissova,2018-09-13 10:44:22.084 GMT,8526,2018-09-13,Extinct Burial Mound,grassland,Legacy verification,just within an embankment of an old water reservoir,Annual agriculture,Pasture,Valley Bottom or Plain,High,42.16984479,26.74260496,4668666.237,478739.9281,3,Southwest,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Construction,NA,5 - none or nearly none,Urban development,Unknown,"NA",NA,files/app/aa57bfae-ccc4-49e6-bb16-77c736936061_image-1536835657981.original.jpg,POINT(478739.928122 4668666.236844)
9672,Petra Janouchova,2018-09-13 11:45:03.315 GMT,9672,2018-09-13,Burial Mound,"ext 736,circular, relatively flat and spread out, would have had a higher prominence before agricultural land use",Legacy verification,Apostolovi-Mogila,Annual agriculture,Annual agriculture,Hilltop,High,42.15714676,26.72607341,4667260.597,477369.9451,3,West,1.5,30,1,NA,NA,NA,NA,No,NA,NA,3 - damaged,"perennial agriculture),previous agricultural land use)",Agriculture,NA,3 - impaired,Agriculture,Unknown,"NA",NA,NA,POINT(477369.945122 4667260.597477)
9673,Petra Janouchova,2018-09-13 11:52:14.885 GMT,9673,2018-09-13,Burial Mound,"ext 737,relatively flat, circular; spread out but agricultural land use",Legacy verification,ploughed lines present across mound,Annual agriculture,Annual agriculture,Hilltop,High,42.15731493,26.72571952,4667279.363,477340.7691,96,West,0.5,19,0.3,NA,NA,NA,NA,No,NA,NA,3 - damaged,"perennial agriculture, ploughed lines)",Agriculture,NA,3 - impaired,Agriculture,Unknown,"NA",NA,NA,POINT(477340.769083 4667279.363031)
9674,Petra Janouchova,2018-09-13 12:08:25.446 GMT,9674,2018-09-13,Other,"ext 738,grassland",Survey,"military tank embankment, 6 x 8 x 1 m, tank enclosure",Pasture,Pasture,Upper slope,Nil,42.15857866,26.72290412,4667420.429,477108.6347,3,Southeast,1,6,NA,8,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,5 - none or nearly none,Agriculture,Unknown,NA,NA,NA,POINT(477108.634682 4667420.429223)
9675,Petra Janouchova,2018-09-14 05:21:59.542 GMT,9675,2018-09-14,Extinct Burial Mound,ext 749,Legacy verification,grass/soil colour lighter than surrounding field; small to medium sized stones scattered about;,Annual agriculture,Annual agriculture,Valley Bottom or Plain,Nil,42.24291378,26.83136045,4676761.002,486086.9153,3,West,0.1,10,0,8,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,"NA",NA,NA,POINT(486086.915257 4676761.001947)
9676,Petra Janouchova,2018-09-14 06:15:54.740 GMT,9676,2018-09-14,Burial Mound,"ext no 751,circular",Survey,"overgrown with old vegetation, small rocks scattered around, found from Google Maps satellite image, as we were using to navigate around the forest",Pasture,Scrub,Hilltop,Medium,42.24625462,26.81459222,4677134.821,484704.3107,3,North,0.5,21,0.5,17,NA,NA,NA,No,NA,NA,2 - minor damage,"old vegetative overgrowth),specify in Annotation (vegetation overgrowth)",Other,looting - RT,3 - impaired,Other,Unknown,"01,rectangle,2,1.5,0.3,manually excavated shallow trench (old)",NA,files/app/927d715c-aadb-4868-9580-4e3875a88c65_image-1536906221379.original.jpg (ext 750),POINT(484704.31067 4677134.820621)
8268,Adela Sobotkova,2018-09-14 06:30:30.889 GMT,8268,2018-09-14,Burial Mound?,"48,grassland (scrub and pasture",Survey,mound like feature by the dirt road. irregular shape. scrub bushes on top,Pasture,Pasture,Lower slope,Low,42.10478733,26.83081495,4661424.596,486011.5056,3,West,1.2,8,NA,6,NA,NA,NA,No,NA,NA,0 - No observation,"not relevant as the feature seems manmade,Road cut",Anthropogenic,NA,4 - minimal,Agriculture,Last year,"NA",NA,NA,POINT(486011.505602 4661424.596321)
9677,Petra Janouchova,2018-09-14 06:31:00.241 GMT,9677,2018-09-14,Uncertain Feature,ext 759,Survey,"pile of large rock slabs, almost resembling a dolmen or burial chamber verify with Bara; slightly elevated",Pasture,Scrub,Hilltop,Medium,42.24592147,26.81420413,4677097.899,484672.2137,3,South,0.5,12,0.3,10,NA,NA,"medium to large sized rocks/stone slabs
possible pick marks on largest central stone slab (see ext 752-758)
dimensions of largest slab: 1.2x1.40x0.3m - flat, rectangular stone similar to stones typically used as a ceiling for dolmen/burial chamber - very heavy, 5-6 men prob. needed",No,NA,files/app/555c08dc-aadf-4492-aee5-92cbdf35c991_image-1536907356496.original.jpg - files/app/a7e3ce13-eaf8-4be9-9914-4fb9892deda5_image-1536907428696.original.jpg - files/app/b1403faa-546d-4093-8abb-9b514b679ff5_image-1536907342351.original.jpg - files/app/e6ff1724-f677-44ce-8cf2-bf334be38918_image-1536907446561.original.jpg,4 - seriously damaged,"specify in Annotation) (looting if confirmed as burial mound by Bara; vegetative overgrowth),specify in Annotation)",Other,NA,3 - impaired,Other,Unknown,"NA","robbed a long time ago
not in-situ",NA,POINT(484672.213732 4677097.899494)
8269,Adela Sobotkova,2018-09-14 06:45:28.076 GMT,8269,2018-09-14,Other,"tank emplacement or resoivor),48-51,grassland",Survey,tankodrom above g sharkovo,Pasture,Pasture,Lower slope,Low,42.10384314,26.82863624,4661320.12,485831.1561,3,South,0.8,10,NA,8,pit itself is 6x4x1.5; rim is 12 X 8x0.8,NA,NA,No,NA,NA,0 - No observation,not applied,Anthropogenic,NA,4 - minimal,Post-depositional,Unknown,"NA",NA,NA,POINT(485831.156053 4661320.120292)
9678,Petra Janouchova,2018-09-14 06:55:16.586 GMT,9678,2018-09-14,Extinct Burial Mound,"ext 760, 761",Survey,"fields near the spot called Mogilite 1.3 km away, seen from satellite image, extinct, only scattered stones and bush",Pasture,Scrub,Hilltop,Nil,42.24626509,26.81382435,4677136.121,484640.9658,3,Northeast,0.1,20,NA,15,NA,NA,"large scattered stones, overgrown with scrub",No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Unknown,"NA",NA,NA,POINT(484640.965825 4677136.121075)
8270,Adela Sobotkova,2018-09-14 07:01:20.201 GMT,8270,2018-09-14,Other,"bunker,52-62,grassland",Survey,"bunker on hill North slope above g sharkovo, fig tree in west facing entry, bricks and concrete debris around",Pasture,Pasture,Upper slope,Medium,42.10313088,26.82798825,4661241.146,485777.4194,3,East,2.2,20,NA,NA,NA,Stone wall (krepis),concrete wall dromos leads into a bunker,No,1980,NA,0 - No observation,,Post-depositional,fig tree grows in entryway,No observation,Post-depositional,Unknown,"NA",NA,NA,POINT(485777.419404 4661241.145992)
8271,Adela Sobotkova,2018-09-14 07:16:34.207 GMT,8271,2018-09-14,Extinct Burial Mound,"63-64,grassland",Legacy verification,mound converted into bunker with a North facing steps entry made of concrete blocks. RT on South side,Pasture,Pasture,Upper slope,Medium,42.10285154,26.82734142,4661210.238,485723.8742,3,Southwest,2,16,1,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,"military: bunker from cold war built in burial mound),from cold war",Other,looting - maybe,5 - none or nearly none,Looting,Other,"01,oval,3,2.5,1,manually excavated trench",NA,NA,POINT(485723.874204 4661210.237823)
9679,Petra Janouchova,2018-09-14 07:52:36.486 GMT,9679,2018-09-14,Burial Mound,"ext 762,763,sunflower field",Legacy verification,"small to medium stones scattered atop and around mound, Mogilite",Annual agriculture,Scrub,Hilltop,High,42.23670216,26.81855404,4676073.473,485028.8929,3,Southeast,2,40,2,35,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,vegetation overgrowth,3 - impaired,Looting,Unknown,"01,rectangle,3,2,1,manually excavated trench;02,rectangle,1,0.5,0.5,manually excavated shallow trench",NA,"files/app/080ae3c1-f852-4651-8430-29f4f4411e84_image-1536912305299.original.jpg (ext 764, 765) - files/app/9eeaa620-726e-4d9e-9640-dd3ddd2e0fad_image-1536912349463.original.jpg",POINT(485028.892925 4676073.472567)
8272,Adela Sobotkova,2018-09-14 07:54:09.401 GMT,8272,2018-09-14,Other,"tank emplacement ),82-83,grassland",Survey,extremely large tank emplacement,Pasture,Pasture,Upper slope,Medium,42.09866981,26.81534689,4660748.01,484731.1134,3,North,2,16,NA,NA,pit 14x8x1,NA,NA,No,NA,NA,0 - No observation,"not relevant as it is a tank emplacement,military),specify in Annotation (military),cold war",Other,NA,4 - minimal,Other,Other,"NA",NA,NA,POINT(484731.113362 4660748.00975)
8527,Bara Weissova,2018-09-14 07:54:57.840 GMT,8527,2018-09-14,Burial Mound,,Legacy verification,"behind electric fence, but we entered the area anyway",Pasture,Forest,Upper slope,Medium,42.08886098,26.99014082,4659642.481,499184.6229,3,North,4,50,3.5,45,NA,Other,large stones on E side - from the mound ?,No,NA,files/app/280b863c-8704-4841-ae64-99db1cf4b49f_image-1536912054011.original.jpg,2 - minor damage,,Looting,bioturbation,2 - good,Not available,Unknown,"01,oval,1.5,1.5,0.4,manually excavated shallow trench",NA,files/app/64deef1e-527a-41c3-82b5-5e9767e27b19_image-1536912439850.original.jpg - files/app/d285d004-19cc-444a-b00f-2f4ce2c73d40_image-1536911879019.original.jpg,POINT(499184.622939 4659642.480776)
8273,Adela Sobotkova,2018-09-14 08:03:07.687 GMT,8273,2018-09-14,Burial Mound,85-87,Legacy verification,overgrown large mound with a ditch/driveway around the base and elevation point on top with 1935 in the concrete. Tumbitsa. stone fragments on South side about 50cm slab like stones,Pasture,Scrub,Hilltop,High,42.09811576,26.81441148,4660686.662,484653.6315,3,West,4,25,NA,NA,NA,Other,driveway/ditch of 4 m and 0.5m deep around the base,No,NA,NA,2 - minor damage,minor-medium damage as trench does not descend far into the mound due to its overall height,Looting,NA,1 - full,Looting,Unknown,"01,oval,6,4,1.2,manually excavated trench with a lot of stones in trench and near elevation point;02,overgrown",NA,files/app/5fa2660f-c9bd-4aec-82a9-3a9302785ada_image-1536912974050.original.jpg,POINT(484653.631504 4660686.661635)
9680,Petra Janouchova,2018-09-14 08:09:00.978 GMT,9680,2018-09-14,Burial Mound,"ext 766,partly cut off by agriculture",Legacy verification,"flatter mound adjacent to 9679, overgrown with small bushes and some small to medium stones scattered about, ploughed over in the past, place called Mogilite, S of the 9679",Annual agriculture,Scrub,Hilltop,Medium,42.23686174,26.81899991,4676091.114,485065.7193,16,South,0.5,20,NA,9,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,vegetation overgrowth,3 - impaired,Agriculture,Unknown,"NA",NA,NA,POINT(485065.719264 4676091.114043)
8274,Adela Sobotkova,2018-09-14 08:42:22.404 GMT,8274,2018-09-14,Burial Mound,"104-106,grassland (pasture scrub and stones",Local informant,stoney mound with canal on its North side,Pasture,Pasture,Lower slope,Low,42.09774156,26.80818132,4660646.251,484138.3635,3,North,1.1,12,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,or military),Agriculture,NA,2 - good,Agriculture,Unknown,"NA",NA,NA,POINT(484138.363521 4660646.251248)
9681,Petra Janouchova,2018-09-14 08:51:23.905 GMT,9681,2018-09-14,Burial Mound,"ext 773, 774",Legacy verification,"surrounded by sunflower fields,",Annual agriculture,Scrub,Hilltop,High,42.22943809,26.81542429,4675267.473,484768.9111,3,Southwest,2.5,25,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,vegetation overgrowth,3 - impaired,Looting,Unknown,"01,rectangle,4,4,0.5,manually excavated large shallow trench",ext 772,files/app/ed84aefa-7ae6-4342-8d9e-baf27b4d040b_image-1536915355834.original.jpg,POINT(484768.911127 4675267.47273)
8275,Adela Sobotkova,2018-09-14 08:54:18.853 GMT,8275,2018-09-14,Burial Mound,"109-110,grassland",Legacy verification,NA,Annual agriculture,Pasture,Upper slope,Medium,42.09770941,26.80416712,4660643.435,483806.4182,3,Southwest,1.5,20,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,animal activity,3 - impaired,Looting,Last year,"01,round crater,3,1,manually excavated trench",NA,NA,POINT(483806.418232 4660643.434651)
8276,Adela Sobotkova,2018-09-14 09:09:21.793 GMT,8276,2018-09-14,Extinct Burial Mound,111-113,Legacy verification,small mound with Rock filled trench on top. lozenge shape,Annual agriculture,Scrub,Upper slope,Medium,42.09785351,26.80131387,4660659.978,483570.5181,3,South,0.7,12,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,basically extinct,Agriculture,NA,4 - minimal,Agriculture,Unknown,"NA",NA,NA,POINT(483570.518072 4660659.978199)
8528,Bara Weissova,2018-09-14 09:11:57.248 GMT,8528,2018-09-14,Burial Mound,grassland,Legacy verification,in the border area next to a dirt road,Pasture,Pasture,Valley Bottom or Plain,High,42.05407923,26.99531491,4655780.619,499612.3204,3,North,2,25,NA,20,NA,Other,stones all over the surface,No,NA,NA,3 - damaged,,Looting,"military activity, geodetic point on top, concrete pole NE",3 - impaired,Looting,Unknown,"01,elongated,18,2,0.6,manually excavated trench;02,elongated,15,2.5,0.4,manually excavated shallow trench",NA,files/app/2b400b3d-2f94-4886-afa8-cc45ea558b9c_image-1536916757129.original.jpg - files/app/5553f02f-4ef2-4191-add8-205a67f83986_image-1536916845881.original.jpg,POINT(499612.320398 4655780.619228)
9682,Petra Janouchova,2018-09-14 09:25:14.117 GMT,9682,2018-09-14,Uncertain Feature,"ext 776,sunflower field",Survey,pile of small to medium sized stones,Annual agriculture,Scrub,Upper slope,Low,42.22975058,26.81500093,4675302.246,484734.0503,3,South,0.1,5,NA,2,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,NA,4 - minimal,Not available,Unknown,"NA",NA,NA,POINT(484734.050335 4675302.245923)
8277,Adela Sobotkova,2018-09-14 09:47:54.592 GMT,8277,2018-09-14,Burial Mound,121-125,Legacy verification,large mound in middle of forest that has the north side cut away 10x10x2 and trench on East side,Forest,Forest,Lower slope,Low,42.10390706,26.80610135,4661331.2,483967.923,3,North,2.7,25,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,3 - impaired,Looting,Unknown,1 square Indent 10x10x2 ; 2 kidney shape 4x1.5x1,NA,files/app/79e3fa14-fc4c-4cd9-a7e7-1e172f47e31e_image-1536919071087.original.jpg,POINT(483967.923042 4661331.199841)
8529,Bara Weissova,2018-09-14 09:58:42.009 GMT,8529,2018-09-14,Other,grassland,Legacy verification,"might have been a geodetic point, not found",Pasture,Pasture,Valley Bottom or Plain,High,42.07322904,26.95203834,4657907.926,496032.4866,3,West,0,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,Unknown,"NA",NA,NA,POINT(496032.486631 4657907.926137)
9683,Petra Janouchova,2018-09-14 10:08:53.578 GMT,9683,2018-09-14,Burial Mound,"ext 777,778",Survey,"completely overgrown, surrounded by sunflower field, scattered small to medium sized stones, partially destroyed by pathway on eastern side,",Annual agriculture,Scrub,Hilltop,High,42.22486114,26.80764868,4674760.698,484126.1249,40,West,2.5,30,2,NA,NA,NA,NA,No,NA,NA,3 - damaged,specify in Annotation (vegetation overgrowth),Looting,"vegetation overgrowth, damaged by pathway on eastern side",2 - good,Other,Unknown,"01,circle, 2,2,0.2,manually excavated large shallow overgrown trench;02,circle,1,1,0.5,manually excavated small shallow overgrown trench",NA,files/app/ce09121f-d850-45d2-9a4b-59e8425e27e9_image-1536920283626.original.jpg,POINT(484126.124855 4674760.697575)
8530,Bara Weissova,2018-09-14 10:20:45.907 GMT,8530,2018-09-14,Burial Mound,,Legacy verification,in the midst of a ploughed field,Annual agriculture,Forest,Lower slope,Low,42.06760756,26.94722642,4657284.006,495634.0471,3,East,2.5,33,NA,28,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,"agriculture, bioturbation",3 - impaired,Looting,Last year,"01,rectangle,2.5,2.1.4,manually excavated trench (measurements from the top)",NA,files/app/cb6c3c34-3e80-47de-9695-46a33020e8d4_image-1536920849528.original.jpg - files/app/e6f39cac-c53f-40fa-9c2d-3247d0e62479_image-1536920611042.original.jpg,POINT(495634.047076 4657284.006422)
9684,Petra Janouchova,2018-09-14 10:45:18.966 GMT,9684,2018-09-14,Uncertain Feature,ext 786,Survey,"large pile of medium to large stones, other stones scattered about, surrounded by sunflower field
ext no 792 prominence facing SW",Annual agriculture,Scrub,Hilltop,High,42.22368493,26.81328115,4674629.065,484590.6611,40,South,0.5,10,0.2,10,NA,NA,"ext no 787, 788 detail
ext no 789 prominence facing SW
1.3x1x0.4 largest stone dimensions - possible plaster layer therefore possible part/ceiling of burial chamber ext no 790, 791",No,NA,NA,0 - No observation,specify in Annotation),Agriculture,vegetation overgrowth,3 - impaired,Other,Unknown,"NA",NA,NA,POINT(484590.661091 4674629.0654)
8278,Adela Sobotkova,2018-09-14 10:48:08.108 GMT,8278,2018-09-14,Other,"bunker,129-130,grassland",Legacy verification,concrete bunker above ground,Forest,Pasture,Upper slope,Medium,42.10906703,26.79590272,4661906.08,483126.0401,4,West,2.2,5,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,"not relevant: modern structure,military construction)",Construction,NA,No observation,Infrastructure,Unknown,"NA",NA,NA,POINT(483126.040142 4661906.0802)
8279,Adela Sobotkova,2018-09-14 11:27:55.519 GMT,8279,2018-09-14,Extinct Burial Mound,"with a crater),155-156,grassland",Legacy verification,we were expecting an geographic marker but we found instead a crater that appears to have been looted,Pasture,Pasture,Lower slope,Low,42.11029926,26.78548133,4662045.006,482264.78370000003,3,South,1.5,8,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"NA",NA,NA,POINT(482264.783704 4662045.00647)
9685,Petra Janouchova,2018-09-14 11:54:34.892 GMT,9685,2018-09-14,Burial Mound,"ext 796,irregular circle, flattened top",Legacy verification,top soil layer is turned over with lots of grass strewn about,Annual agriculture,Scrub,Upper slope,Medium,42.21570748,26.80451242,4673744.926,483864.9734,3,Northeast,0.5,25,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,vegetation overgrowth,2 - good,Agriculture,Unknown,"NA",NA,NA,POINT(483864.973442 4673744.925893)
9686,Petra Janouchova,2018-09-14 12:31:58.679 GMT,9686,2018-09-14,Burial Mound,ext 797,Legacy verification,NA,Annual agriculture,Scrub,Hilltop,High,42.20945206,26.81426366,4673048.569,484668.3024,3,East,1.5,40,1,30,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,2 - good,Agriculture,Unknown,"NA",NA,NA,POINT(484668.302356 4673048.568858)
9687,Petra Janouchova,2018-09-17 05:03:52.473 GMT,9687,2018-09-17,Uncertain Feature,ext 940,Survey,tank embankment/enclosure,Scrub,Scrub,Lower slope,Nil,42.20466993,26.75317836,4672530.382,479624.4469,3,East,0.5,6,NA,6,NA,NA,NA,No,NA,NA,0 - No observation,"military land use - tank embankment),specify in Annotation)",Other,NA,4 - minimal,Other,Unknown,NA,NA,NA,POINT(479624.446897 4672530.382486)
9688,Petra Janouchova,2018-09-17 05:17:55.426 GMT,9688,2018-09-17,Burial Mound,"ext 941,942,flat hilltop",Legacy verification,pile of medium to large stones gathered around tree at base of the mound,Annual agriculture,Scrub,Hilltop,Medium,42.20801725,26.7513732,4672902.478,479476.5112,3,South,1.5,24,1.2,20,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Agriculture,Unknown,"01,rectangle,5,5,0.2,manually excavated shallow trench",ext 943,files/app/8660bf6a-65f7-4b36-9ae1-ca4c9b4e0853_image-1537162084396.original.jpg,POINT(479476.511224 4672902.478162)
9689,Petra Janouchova,2018-09-17 05:43:29.324 GMT,9689,2018-09-17,Burial Mound,"ext 945, 946",Legacy verification,"geodetic point present, two large tank enclosures present",Scrub,Scrub,Hilltop,High,42.21239435,26.75059947,4673388.667,479414.0632,16,West,1.8,30,NA,20,NA,Other,2x large tank embankments have been dug into the mound,No,NA,NA,4 - seriously damaged,"military, two tank embankments),specify in Annotation)",Other,NA,4 - minimal,Other,Unknown,tank embankment,"ext 947, tank embankment 1, 14,10,1.8; ext 948, tank embankment 2, 8,5,1;",files/app/045cb951-bc84-470b-9888-4edcff9757fc_image-1537163719669.original.jpg - files/app/325b8ef6-7b49-45d6-a40d-344fada57506_image-1537163406344.original.jpg,POINT(479414.063156 4673388.666993)
9690,Petra Janouchova,2018-09-17 06:00:12.118 GMT,9690,2018-09-17,Other,"ext 949,950",Survey,large deep tank embankment,Scrub,Scrub,Hilltop,Nil,42.21314919,26.75117303,4673472.341,479461.6504,3,South,2,14,NA,12,NA,NA,NA,No,NA,NA,0 - No observation,"military land use),specify in Annotation (military land use)",Other,NA,No observation,Other,Unknown,NA,NA,NA,POINT(479461.650408 4673472.340802)
8280,Adela Sobotkova,2018-09-17 06:20:14.342 GMT,8280,2018-09-17,Other,"180-183,grassland",Survey,Mound with structure north of Sitovo,Pasture,Pasture,Lower slope,Low,42.06707232,26.77662885,4657247.366,481520.3672,3,Southwest,3,20,NA,NA,NA,Stone wall (krepis),NA,No,NA,NA,5 - extinct or near extinct,,Construction,NA,5 - none or nearly none,Infrastructure,Unknown,NA,NA,NA,POINT(481520.367178 4657247.366335)
8531,Bara Weissova,2018-09-17 06:36:42.004 GMT,8531,2018-09-17,Extinct Burial Mound,grassland,Legacy verification,round military shelter instaed,Pasture,Pasture,Hilltop,Super prominent,42.05746715,26.77048033,4656182.249,481008.8341,3,West,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,"specify in Annotation (military activity),cold war",Construction,possibly robbed when building the shelter,5 - none or nearly none,Other,Other,NA,NA,NA,POINT(481008.834139 4656182.249068)
8281,Adela Sobotkova,2018-09-17 06:40:43.588 GMT,8281,2018-09-17,Extinct Burial Mound,"185,grassland",Legacy verification,appears that a mound was used for a probable tank emplacement,Pasture,Pasture,Lower slope,Low,42.06754696,26.77666229,4657300.059,481523.2708,3,South,1.5,20,NA,15,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,"military),specify in Annotation (military)",Other,NA,5 - none or nearly none,Other,Unknown,NA,NA,NA,POINT(481523.270826 4657300.058692)
9691,Petra Janouchova,2018-09-17 06:45:55.465 GMT,9691,2018-09-17,Burial Mound,"ext 952; 953 and 954 NW facing,flat hilltop",Legacy verification,"surrounded by sunflower field, medium to large stones scattered about,",Annual agriculture,Scrub,Hilltop,High,42.22405976,26.74655756,4674684.898,479084.2864,3,Northeast,1,15,0.7,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,"vegetation overgrowth, agricultural land use (sunflower field)",3 - impaired,Looting,Unknown,"01,rectangle,4,3,1,manually excavated deep trench with stones scattered about (trench is in-situ with chamber)",ext 951,files/app/8ae72c30-a54b-40ef-a222-0d9e86321909_image-1537167223022.original.jpg,POINT(479084.286432 4674684.898001)
8282,Adela Sobotkova,2018-09-17 07:35:22.233 GMT,8282,2018-09-17,Burial Mound,"186,grassland",Survey,low stoney mound North of the legacy feature,Pasture,Pasture,Upper slope,Medium,42.08060599,26.78988267,4658747.235,482620.5571,3,South,1,16,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,so minor and overgrown we can''t tell. possibly human activity or animal. resembles a geo point as it has good visibility of the legacy point),Other,NA,1 - full,Animal activity,Unknown,NA,NA,NA,POINT(482620.557067 4658747.234916)
9692,Petra Janouchova,2018-09-17 07:41:05.426 GMT,9692,2018-09-17,Burial Mound,"ext 955,956",Legacy verification,"large mound, animal burrows present, overgrown with trees and scrub vegetation, prominence facing NE ext 966",Annual agriculture,Scrub,Hilltop,High,42.23521992,26.75611058,4675921.749,479876.2097,3,Northwest,5,40,4,35,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,"vegetation overgrowth, agricultural land use",3 - impaired,Looting,Unknown,"01,rectangle,10,4,3,manually excavated large deep trench (excavated where the chamber is expected to be)","ext 957, 958",files/app/ef4ac978-8d10-4d0c-8fbc-195b9e4b7a06_image-1537170565535.original.jpg,POINT(479876.2097 4675921.749221)
8283,Adela Sobotkova,2018-09-17 07:41:15.581 GMT,8283,2018-09-17,Burial Mound,187-189,Legacy verification,NA,Scrub,Forest,Hilltop,High,42.08033885,26.79000654,4658717.55,482630.7298,3,Southeast,2,18,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,animal,2 - good,Looting,Unknown,"01,round,2,1,overgrown,with,grass,but,visible",NA,NA,POINT(482630.729803 4658717.549758)
8532,Bara Weissova,2018-09-17 07:45:21.212 GMT,8532,2018-09-17,Burial Mound,,Legacy verification,"in the mountains but well reachable and visible, chamber broken, stones vusible",Pasture,Forest,Upper slope,High,42.01954488,26.7524131,4651975.92,479501.7107,3,West,3,42,NA,38,NA,Other,"stones in the top RT, remains of chamber",No,NA,NA,3 - damaged,,Looting,NA,4 - minimal,Looting,Unknown,"top 7 x 4 x 1.8, West 2 x 2.5 x 1.2",NA,files/app/6ab80212-b3b1-4120-8fad-a71c23b22d7d_image-1537170763650.original.jpg - files/app/93c279cf-714b-49b7-84ad-b644549938db_image-1537170905048.original.jpg,POINT(479501.710685 4651975.920257)
8284,Adela Sobotkova,2018-09-17 07:50:38.161 GMT,8284,2018-09-17,Burial Mound,"191,grassland",Survey,small mound with 2 trenches in close proximity to legacy site,Scrub,Pasture,Upper slope,Medium,42.08041021,26.78983724,4658725.507,482616.7459,3,North,0.6,12,NA,10,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Unknown,"01,round,1.5,0.2,stoney,with,pasture,and,scrub;02,round,1.5,0.1,pasture,with,stones",NA,NA,POINT(482616.745904 4658725.507451)
9693,Petra Janouchova,2018-09-17 08:00:34.179 GMT,9693,2018-09-17,Burial Mound,"ext 964,965",Legacy verification,"large mound, geodetic point present, house/structure present on top of mound currently unoccupied",Scrub,Scrub,Hilltop,High,42.23334633,26.75450539,4675714.099,479743.1626,3,North,6,50,5,40,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,infrastructure (see field shots),3 - impaired,Infrastructure,Unknown,"01,rectangle,5,10,3,manually excavated deep trench;02,curved rectangle,15,2,1,manually excavated trench","ext pictures 960, 961",files/app/5eb647be-7c90-4b74-8b46-bcc28f81b098_image-1537171256939.original.jpg - files/app/63ba9850-b603-416f-8de2-4d25d7cd06b3_image-1537171706583.original.jpg - files/app/dcf11553-0758-46a1-b143-1412293d2b37_image-1537171688869.original.jpg,POINT(479743.162624 4675714.099121)
